job_code	act_type	obj_type	obj_detail
14040301	관리·운영	숫자·문서	
14050101	표현·창작	자연·생물	
14050102	만들기	자연·생물	
14050103	고치기·정비	자연·생물	
14050104	관리·운영	숫자·문서	
14060101	분석·연구	숫자·문서	
14060102	분석·연구	숫자·문서	
14060103	표현·창작	창작물	
14060104	관리·운영	사람	고객·손님
14060105	관리·운영	숫자·문서	
14060106	표현·창작	창작물	
14060201	분석·연구	컴퓨터·데이터	
14060202	분석·연구	숫자·문서	
14060203	관리·운영	숫자·문서	
14060301	돕기·돌봄	사람	고객·손님
14060401	분석·연구	컴퓨터·데이터	
14060402	만들기	컴퓨터·데이터	
14060403	관리·운영	기계·설비	
14070101	운전·조작	기계·설비	
14070102	운전·조작	기계·설비	
14070103	운전·조작	기계·설비	
14070104	운전·조작	기계·설비	
14070105	운전·조작	기계·설비	
14070106	운전·조작	기계·설비	
14070107	운전·조작	기계·설비	
14070201	운전·조작	기계·설비	
14070202	운전·조작	기계·설비	
14070301	운전·조작	기계·설비	
14070401	운전·조작	기계·설비	
14070501	운전·조작	기계·설비	
14070502	운전·조작	기계·설비	
14070503	운전·조작	기계·설비	
14070504	운전·조작	기계·설비	
14070505	운전·조작	기계·설비	
14070506	운전·조작	기계·설비	
14070507	고치기·정비	기계·설비	
14070601	고치기·정비	기계·설비	
14070602	고치기·정비	기계·설비	
14070603	고치기·정비	기계·설비	
14070604	고치기·정비	기계·설비	
14070605	분석·연구	기계·설비	
14080101	분석·연구	자연·생물	
14080102	분석·연구	자연·생물	
14080103	분석·연구	자연·생물	
14080201	고치기·정비	자연·생물	
14080202	분석·연구	숫자·문서	
14080203	관리·운영	자연·생물	
14080301	운전·조작	기계·설비	
14080302	운전·조작	기계·설비	
14080303	만들기	기계·설비	
14080304	분석·연구	기계·설비	
14080305	분석·연구	기계·설비	
14080306	분석·연구	기계·설비	
14080307	분석·연구	기계·설비	
14080308	분석·연구	기계·설비	
14080309	분석·연구	기계·설비	
14080310	분석·연구	기계·설비	
14080311	분석·연구	기계·설비	
14080312	분석·연구	기계·설비	
14080401	분석·연구	자연·생물	
14080402	관리·운영	자연·생물	
14080403	관리·운영	자연·생물	
14080501	고치기·정비	기계·설비	
14080502	고치기·정비	기계·설비	
15010101	관리·운영	숫자·문서	
15010102	관리·운영	숫자·문서	
15010103	관리·운영	숫자·문서	
15010104	판매·설득	숫자·문서	
15010201	만들기	기계·설비	
15010202	만들기	기계·설비	
15010203	분석·연구	컴퓨터·데이터	
15010204	만들기	컴퓨터·데이터	
15020101	만들기	기계·설비	
15020102	만들기	기계·설비	
15020103	만들기	기계·설비	
15020104	운전·조작	컴퓨터·데이터	
15020105	분석·연구	기계·설비	
15020106	만들기	기계·설비	
15020201	만들기	기계·설비	
15020202	만들기	기계·설비	
15020203	만들기	기계·설비	
15020204	만들기	기계·설비	
15030101	만들기	기계·설비	
15030102	만들기	컴퓨터·데이터	
15030103	만들기	기계·설비	
15030104	만들기	컴퓨터·데이터	
15030201	관리·운영	숫자·문서	
15030202	관리·운영	기계·설비	
15030203	관리·운영	기계·설비	
15030204	분석·연구	숫자·문서	
15030205	관리·운영	사람	직원·동료
15040101	분석·연구	숫자·문서	
15040102	분석·연구	기계·설비	
15040103	분석·연구	기계·설비	
15050101	고치기·정비	기계·설비	
15050102	고치기·정비	기계·설비	
15050103	고치기·정비	기계·설비	
15050104	고치기·정비	기계·설비	
15050105	고치기·정비	기계·설비	
15050106	고치기·정비	기계·설비	
15050107	고치기·정비	기계·설비	
15050108	만들기	기계·설비	
15050201	만들기	기계·설비	
15050202	만들기	기계·설비	
15050203	고치기·정비	기계·설비	
15050204	고치기·정비	기계·설비	
15050205	관리·운영	기계·설비	
15050301	고치기·정비	기계·설비	
15050302	고치기·정비	기계·설비	
15060101	만들기	기계·설비	
15060102	분석·연구	기계·설비	
15060103	관리·운영	기계·설비	
15060104	분석·연구	컴퓨터·데이터	
15060201	만들기	창작물	
15060202	분석·연구	기계·설비	
15060301	고치기·정비	기계·설비	
15060302	고치기·정비	기계·설비	
15060303	고치기·정비	기계·설비	
15060304	고치기·정비	기계·설비	
15060305	만들기	창작물	
15060306	분석·연구	기계·설비	
15060307	고치기·정비	기계·설비	
15060308	분석·연구	기계·설비	
15060401	관리·운영	기계·설비	
15060402	관리·운영	기계·설비	
15060501	판매·설득	기계·설비	
15060502	만들기	기계·설비	
15070101	분석·연구	기계·설비	
15070102	만들기	기계·설비	
15070103	운전·조작	기계·설비	
15070201	고치기·정비	기계·설비	
15070202	고치기·정비	기계·설비	
15070203	고치기·정비	기계·설비	
15070204	고치기·정비	기계·설비	
15070205	고치기·정비	기계·설비	
15080101	만들기	기계·설비	
15080102	만들기	기계·설비	
15080103	만들기	기계·설비	
15080104	만들기	기계·설비	
15080105	만들기	기계·설비	
15080106	만들기	기계·설비	
15080107	만들기	기계·설비	
15080201	만들기	기계·설비	
15080202	만들기	기계·설비	
15080203	만들기	기계·설비	
15080204	만들기	기계·설비	
15080205	만들기	기계·설비	
15080301	만들기	기계·설비	
15080302	만들기	기계·설비	
15080303	만들기	기계·설비	
15080304	만들기	기계·설비	
15080401	분석·연구	기계·설비	
15080402	분석·연구	기계·설비	
15080403	분석·연구	기계·설비	
15080501	관리·운영	숫자·문서	
15080502	관리·운영	기계·설비	
15080503	관리·운영	기계·설비	
15080601	운전·조작	기계·설비	
15080602	운전·조작	기계·설비	
15080603	운전·조작	기계·설비	
15080701	고치기·정비	기계·설비	
15080702	고치기·정비	기계·설비	
15080703	고치기·정비	기계·설비	
15080704	고치기·정비	기계·설비	
15080705	고치기·정비	기계·설비	
15080801	만들기	창작물	
15080802	만들기	창작물	
15080803	만들기	창작물	
15080804	만들기	창작물	
15080805	고치기·정비	기계·설비	
15090101	분석·연구	기계·설비	
15090102	분석·연구	기계·설비	
15090103	만들기	기계·설비	
15090104	만들기	기계·설비	
15090105	만들기	기계·설비	
15090201	만들기	기계·설비	
15090202	만들기	기계·설비	
15090203	만들기	기계·설비	
15090301	고치기·정비	기계·설비	
15090302	고치기·정비	기계·설비	
15090303	고치기·정비	기계·설비	
15090304	고치기·정비	기계·설비	
15090305	고치기·정비	기계·설비	
15090306	고치기·정비	기계·설비	
15090307	고치기·정비	기계·설비	
15090308	고치기·정비	기계·설비	
15090401	관리·운영	기계·설비	
15090402	관리·운영	숫자·문서	
15090403	관리·운영	기계·설비	
15100001	관리·운영	기계·설비	
15100101	만들기	창작물	
15100102	만들기	창작물	
15100103	분석·연구	기계·설비	
15100104	만들기	기계·설비	
15100201	표현·창작	기계·설비	
15100202	만들기	기계·설비	
15100203	분석·연구	기계·설비	
15100204	만들기	기계·설비	
15100301	표현·창작	기계·설비	
15100302	만들기	기계·설비	
15100303	만들기	기계·설비	
15100304	분석·연구	기계·설비	
15110101	만들기	기계·설비	
15110201	만들기	기계·설비	
15110301	관리·운영	기계·설비	
15110302	고치기·정비	기계·설비	
16010101	분석·연구	기계·설비	
16010102	분석·연구	기계·설비	
16010103	분석·연구	기계·설비	
16010200	만들기	기계·설비	
16010201	만들기	기계·설비	
16010203	만들기	기계·설비	
16010204	만들기	창작물	
16010207	고치기·정비	기계·설비	
16010208	만들기	창작물	
16010209	만들기	창작물	
16010210	만들기	창작물	
16010211	만들기	창작물	
16010301	만들기	창작물	
16010302	만들기	창작물	
16010303	만들기	창작물	
16010304	만들기	창작물	
16010305	만들기	창작물	
16010306	만들기	창작물	
16010307	만들기	창작물	
16010308	만들기	창작물	
16010401	만들기	창작물	
16010402	만들기	창작물	
16010500	만들기	창작물	
16010501	만들기	창작물	
16010502	만들기	창작물	
16010503	만들기	창작물	
16010504	만들기	창작물	
16010505	만들기	창작물	
16010506	운전·조작	기계·설비	
16010507	만들기	창작물	
16010601	만들기	창작물	
16010602	만들기	창작물	
16010603	만들기	창작물	
16010604	만들기	창작물	
16010605	만들기	창작물	
16020001	분석·연구	숫자·문서	
16020002	관리·운영	기계·설비	
16020301	만들기	창작물	
16020302	만들기	창작물	
16020303	만들기	창작물	
16020304	만들기	창작물	
16020305	만들기	창작물	
16020401	만들기	창작물	
16020402	만들기	창작물	
16020403	만들기	창작물	
16020404	만들기	창작물	
16020501	만들기	창작물	
16020502	분석·연구	숫자·문서	
17010101	분석·연구	컴퓨터·데이터	
17010102	분석·연구	숫자·문서	
17010103	관리·운영	기계·설비	
17010104	분석·연구	숫자·문서	
17010201	분석·연구	컴퓨터·데이터	
17010202	운전·조작	기계·설비	
17010203	고치기·정비	기계·설비	
17010301	분석·연구	컴퓨터·데이터	
17010302	분석·연구	컴퓨터·데이터	
17010303	관리·운영	숫자·문서	
17020101	만들기	창작물	
17020201	만들기	창작물	
17020202	만들기	창작물	
17020203	만들기	창작물	
17020204	만들기	창작물	
17020205	만들기	창작물	
17020206	만들기	창작물	
17020302	만들기	창작물	
17030001	만들기	창작물	
17030102	만들기	창작물	
17030104	만들기	창작물	
17030201	만들기	창작물	
17030202	만들기	창작물	
17030203	만들기	창작물	
17030204	만들기	창작물	
17030205	만들기	창작물	
17030206	만들기	창작물	
17030601	만들기	창작물	
17030602	분석·연구	숫자·문서	
17030603	분석·연구	자연·생물	
17030604	분석·연구	자연·생물	
17030605	분석·연구	사람	환자·장애인
17030701	만들기	창작물	
17030702	분석·연구	숫자·문서	
17030703	분석·연구	자연·생물	
17040101	만들기	창작물	
17040102	만들기	창작물	
17040103	만들기	창작물	
17040104	만들기	창작물	
17040105	만들기	창작물	
17040106	고치기·정비	창작물	
17040201	만들기	창작물	
17040202	만들기	창작물	
17050101	만들기	창작물	
17050102	분석·연구	자연·생물	
17050103	분석·연구	자연·생물	
17050105	분석·연구	자연·생물	
17050106	분석·연구	자연·생물	
17050107	분석·연구	자연·생물	
17050201	만들기	창작물	
17050202	만들기	창작물	
17050203	만들기	창작물	
17050301	분석·연구	컴퓨터·데이터	
17050302	분석·연구	자연·생물	
18010101	만들기	창작물	
18010102	만들기	창작물	
18010103	만들기	창작물	
18010104	만들기	창작물	
18010105	만들기	창작물	
18010106	만들기	창작물	
18010202	만들기	창작물	
18010301	관리·운영	숫자·문서	
18010302	관리·운영	기계·설비	
18020101	분석·연구	숫자·문서	
18020102	표현·창작	창작물	
18020103	만들기	창작물	
18020104	표현·창작	창작물	
18020201	만들기	창작물	
18020202	만들기	창작물	
18020203	만들기	창작물	
18020204	만들기	창작물	
18020205	만들기	창작물	
18020301	관리·운영	숫자·문서	
18020302	관리·운영	숫자·문서	
18020303	관리·운영	숫자·문서	
18020304	관리·운영	숫자·문서	
18020401	만들기	창작물	
18020402	분석·연구	창작물	
18030101	고치기·정비	창작물	
18030102	고치기·정비	창작물	
19010101	분석·연구	기계·설비	
19010102	분석·연구	기계·설비	
19010103	분석·연구	기계·설비	
19010201	관리·운영	기계·설비	
19010202	관리·운영	기계·설비	
19010203	관리·운영	기계·설비	
19010204	고치기·정비	기계·설비	
19010205	고치기·정비	기계·설비	
19010206	고치기·정비	기계·설비	
19010301	분석·연구	기계·설비	
19010302	관리·운영	기계·설비	
19010303	관리·운영	숫자·문서	
19010304	만들기	기계·설비	
19010305	만들기	기계·설비	
19010306	분석·연구	기계·설비	
19010307	분석·연구	기계·설비	
19010308	분석·연구	기계·설비	
19010401	운전·조작	기계·설비	
19010402	분석·연구	컴퓨터·데이터	
19010501	표현·창작	기계·설비	
19010502	만들기	창작물	
19010503	고치기·정비	기계·설비	
19010504	만들기	창작물	
19010601	표현·창작	기계·설비	
19010602	관리·운영	숫자·문서	
19010603	관리·운영	기계·설비	
19010701	만들기	기계·설비	
19010702	만들기	기계·설비	
19010703	만들기	기계·설비	
19010704	관리·운영	기계·설비	
19010801	분석·연구	컴퓨터·데이터	
19010802	만들기	기계·설비	
19010803	고치기·정비	기계·설비	
19010804	운전·조작	기계·설비	
19010901	분석·연구	숫자·문서	
19010902	만들기	기계·설비	
19010903	고치기·정비	기계·설비	
19011001	분석·연구	컴퓨터·데이터	
19011002	만들기	기계·설비	
19011003	고치기·정비	기계·설비	
19011101	만들기	기계·설비	
19011102	만들기	기계·설비	
19011103	만들기	기계·설비	
19011201	분석·연구	기계·설비	
19011202	만들기	기계·설비	
19011301	관리·운영	기계·설비	
19011402	분석·연구	기계·설비	
19020101	관리·운영	숫자·문서	
19020102	만들기	창작물	
19020201	관리·운영	숫자·문서	
19020202	만들기	창작물	
19020203	만들기	창작물	
19020301	고치기·정비	기계·설비	
19020302	판매·설득	사람	고객·손님
19030501	분석·연구	기계·설비	
19030502	분석·연구	기계·설비	
19030503	분석·연구	컴퓨터·데이터	
19030601	분석·연구	기계·설비	
19030602	만들기	창작물	
19030603	고치기·정비	기계·설비	
19030604	분석·연구	컴퓨터·데이터	
19030701	분석·연구	컴퓨터·데이터	
19030702	만들기	창작물	
19030703	만들기	기계·설비	
19030801	만들기	기계·설비	
19030802	만들기	기계·설비	
19030803	분석·연구	컴퓨터·데이터	
19030804	분석·연구	컴퓨터·데이터	
19030805	고치기·정비	기계·설비	
19030806	분석·연구	숫자·문서	
19030901	분석·연구	기계·설비	
19030902	관리·운영	숫자·문서	
19030903	만들기	창작물	
19030904	분석·연구	기계·설비	
19031001	분석·연구	기계·설비	
19031002	분석·연구	기계·설비	
19031003	분석·연구	기계·설비	
19031004	만들기	창작물	
19031005	분석·연구	컴퓨터·데이터	
19031006	만들기	기계·설비	
19031007	만들기	기계·설비	
19031008	만들기	기계·설비	
19031101	만들기	기계·설비	
19031102	만들기	창작물	
19031103	분석·연구	자연·생물	
19031201	분석·연구	컴퓨터·데이터	
19031202	운전·조작	컴퓨터·데이터	
19031203	표현·창작	창작물	
19031204	만들기	기계·설비	
19031301	만들기	기계·설비	
19031302	관리·운영	컴퓨터·데이터	
19031303	만들기	기계·설비	
19031401	만들기	기계·설비	
19031402	분석·연구	기계·설비	
19031403	분석·연구	기계·설비	
19031501	분석·연구	자연·생물	
19031502	분석·연구	자연·생물	
19031601	만들기	기계·설비	
19031701	분석·연구	컴퓨터·데이터	
19031702	관리·운영	컴퓨터·데이터	
19031801	만들기	기계·설비	
19031802	분석·연구	컴퓨터·데이터	
19031901	만들기	컴퓨터·데이터	
19032001	만들기	기계·설비	
19032002	분석·연구	컴퓨터·데이터	
19032003	만들기	기계·설비	
20010101	관리·운영	숫자·문서	
20010102	판매·설득	사람	고객·손님
20010103	관리·운영	컴퓨터·데이터	
20010104	관리·운영	컴퓨터·데이터	
20010105	분석·연구	컴퓨터·데이터	
20010106	관리·운영	컴퓨터·데이터	
20010107	관리·운영	컴퓨터·데이터	
20010108	관리·운영	컴퓨터·데이터	
20010201	만들기	컴퓨터·데이터	
20010202	만들기	컴퓨터·데이터	
20010203	만들기	컴퓨터·데이터	
20010204	만들기	컴퓨터·데이터	
20010205	관리·운영	컴퓨터·데이터	
20010206	고치기·정비	컴퓨터·데이터	
20010207	만들기	컴퓨터·데이터	
20010208	만들기	컴퓨터·데이터	
